id,retweet_count,favorite_count,followers_count,friends_count,user_verified,label,combined_text
1250219300389974016,-0.3620960044178829,-0.27798244589057025,-0.3280353900507901,-0.04526248842279934,0.0,0.0,"5. Can regularly rinsing your nose with saline help prevent infection with the new coronavirus?[SEP]ucoptempe[SEP]#prinsip Rukun Negara #prinsip dalam hidup[SEP]Bera, Pahang"
554886875303780352,0.14555164750826344,-0.16652248598577435,0.055046413203801096,-0.06937011837762173,1.0,1.0,"French police chief killed himself after #CharlieHebdo attack[SEP]Telegraph[SEP]Think ahead with the latest news, comment, analysis and video. Subscribe here:[SEP]London, UK"
1237901309011021825,-0.3593370497878495,-0.2678497222628615,-0.32801142886668627,-0.06826558553108605,0.0,0.0,"Coronavirus disease (COVID-19) advice for the public: ✳️ Should I wear a mask to protect myself? ✳️ How to put on…[SEP]kareem_alnakeeb[SEP]Diagnostic Radiologist at National Institute of Diabetes and Endocrinology - NIDE, Class 52 MU🔸Al-Ahly SC 🇪🇬 🔸FC Barcelona 🇪🇸[SEP]"
524958128392376320,-0.02826249418384101,-0.2197192850312451,2.0187230996989216,-0.06647272062076726,1.0,0.0,"Ottawa police confirm that there were multiple suspects in the shooting, saying there were ""possibly 3"" shooters.[SEP]WSJ[SEP]Sign up for our newsletters and email alerts: For WSJ customer support:[SEP]New York, NY"
1239295488677085185,-0.3593370497878495,-0.26278336044900713,-0.32750432954963715,-0.0016094294010193522,0.0,0.0,"if the primary focus of a government isn't to alleviate suffering/death and promote happiness/wellbeing for its cit…[SEP]hoss_bossman[SEP]musician/writer/podcaster/youtuber/teacher/weirdo ""getting the word out about kindness & fun"" (-chris crofton) ~he/any~ @breadsheetpod #zeitgang #defundelonmusk[SEP]Georgia, USA"
1250219998842216448,-0.3620960044178829,-0.27798244589057025,-0.3280353900507901,-0.04526248842279934,0.0,0.0,"10. Are hand dryers effective in killing the new coronavirus?[SEP]ucoptempe[SEP]#prinsip Rukun Negara #prinsip dalam hidup[SEP]Bera, Pahang"
1241047451483553792,-0.3620960044178829,-0.27798244589057025,-0.32776742809588627,-0.062070596957038066,0.0,0.0,"Does the new coronavirus affect older people, or are younger people also susceptible? #Covid_19 #health[SEP]devangrt[SEP]🐸🦋Nature Lover🌳🌈[SEP]Planet 🌍"
1221830244895686658,0.47110829385220515,0.8594157813197332,-0.2999366313790006,-0.06357532286391276,1.0,0.0,"@WHOPhilippines @WHO_Mongolia @takeshi_kasai @DOHgov @KKMPutrajaya @KoreaCDC @WHOKobe @AMRCRC_JAPAN @MHLWitter…[SEP]WHOWPRO[SEP]World Health Organization @WHO in the Western #Pacific Region, 🏠 to 1.9B in #Asia & #Oceania. See new tweets for updated #COVID19 advice. ➡️ RD @takeshi_kasai[SEP]Manila, Philippines"
489975398151618560,0.06554196323729473,-0.09306023968488615,0.2270700407305952,-0.07087484428449645,1.0,1.0,"A memorial for #MH17 victims forms near the Netherlands embassy in Kiev: (Roman Pilipey/EPA)[SEP]MSNBC[SEP]The place for in-depth analysis, political commentary and diverse perspectives. Home of @MSNBCDaily.[SEP]"
544289941996326912,0.01863973452672686,-0.15385658145113845,-0.23377351522296702,-0.07458863588444252,1.0,0.0,"Prime Minister Tony Abbott's statement on the #SydneySiege. Updates:[SEP]australian[SEP]News from The Australian.[SEP]Sydney, Australia"
